timestampms,seq,best_bid,best_ask,mid,inventory,cash,avg_cost,realized_pnl,equity_mtm,equity_liquidation,trade_count,bid_quote_price,ask_quote_price,bid_quote_size,ask_quote_size
1773067771448,233248,69237.6,69240.92,69239.26000000001,-0.01,20692.45869745,69280.51,0.0,20000.066097450002,19999.703292850005,1,,,,
1773067772455,233588,69244.44,69251.58,69248.01000000001,-0.01,20692.45869745,69280.51,0.0,19999.97859745,19999.59663955,1,,,,
1773067773467,233938,69250.9,69250.91,69250.905,-0.01,20692.45869745,69280.51,0.0,19999.94964745,19999.6033429,1,69250.9,,0.014175000000000002,
1773067774467,234274,69243.78,69245.53,69244.655,-0.01,20692.45869745,69280.51,0.0,20000.01214745,19999.6571698,1,,,,
1773067775480,234376,69242.8,69246.66,69244.73000000001,-0.01,20692.45869745,69280.51,0.0,20000.011397450002,19999.645864150003,1,,,,
1773067776487,234560,69240.04,69240.62,69240.32999999999,-0.01,20692.45869745,69280.51,0.0,20000.055397450004,19999.70629435,1,,,,
1773067777499,234875,69230.08,69231.19,69230.63500000001,-0.01,20692.45869745,69280.51,0.0,20000.152347450003,19999.8006415,1,,,,
1773067778499,234942,69230.47,69231.19,69230.83,-0.01,20692.45869745,69280.51,0.0,20000.15039745,19999.8006415,1,,,,
1773067779586,235158,69226.73,69226.74,69226.735,-0.01,20692.45869745,69280.51,0.0,20000.191347450003,19999.84516375,1,,,,
1773067780586,235475,69216.32,69224.09,69220.205,-0.01,20692.45869745,69280.51,0.0,20000.25664745,19999.871677,1,,,,
1773067781589,235727,69213.67,69213.68,69213.67499999999,-0.01,20692.45869745,69280.51,0.0,20000.32194745,19999.975829050003,1,,,,
1773067782604,236034,69202.13,69202.14,69202.13500000001,-0.01,20692.45869745,69280.51,0.0,20000.437347450003,20000.09128675,1,,,,
1773067783608,236499,69201.06,69206.25,69203.655,-0.01,20692.45869745,69280.51,0.0,20000.42214745,20000.050166200002,1,,,,
1773067784609,236819,69210.6,69210.61,69210.60500000001,-0.01,20692.45869745,69280.51,0.0,20000.352647450003,20000.0065444,1,,,,
1773067785627,236920,69205.94,69209.37,69207.655,-0.01,20692.45869745,69280.51,0.0,20000.38214745,20000.0189506,1,,,,
1773067786654,237089,69210.6,69210.61,69210.60500000001,-0.01,20692.45869745,69280.51,0.0,20000.352647450003,20000.0065444,1,,,,
1773067787661,237372,69202.07,69203.92,69202.995,-0.01,20692.45869745,69280.51,0.0,20000.42874745,20000.07347785,1,,,,
1773067788766,237419,69201.03,69203.14,69202.08499999999,-0.01,20692.45869745,69280.51,0.0,20000.43784745,20000.08128175,1,,,,
1773067789795,237682,69198.97,69198.98,69198.975,-0.01,20692.45869745,69280.51,0.0,20000.46894745,20000.122902550003,1,,,,
1773067790798,237965,69203.29,69207.06,69205.17499999999,-0.01,20692.45869745,69280.51,0.0,20000.406947450003,20000.04206215,1,,,,
1773067791802,238152,69205.86,69207.06,69206.45999999999,-0.01,20692.45869745,69280.51,0.0,20000.39409745,20000.04206215,1,,,,
1773067792812,238257,69205.31,69206.44,69205.875,-0.01,20692.45869745,69280.51,0.0,20000.39994745,20000.048265250003,1,,,,
1773067793821,238650,69213.52,69213.53,69213.525,-0.01,20692.45869745,69280.51,0.0,20000.323447450002,19999.9773298,1,,,,
1773067794841,239329,69252.22,69275.0,69263.61,-0.01,20692.45869745,69280.51,0.0,19999.822597450002,19999.36232245,1,,,,
1773067795844,239540,69255.4,69259.85,69257.625,-0.01,20692.45869745,69280.51,0.0,19999.882447450003,19999.513898200003,1,,,,
1773067796851,239956,69266.06,69282.82,69274.44,-0.01,20692.45869745,69280.51,0.0,19999.714297450002,19999.28408335,1,69263.9,,0.014175000000000002,
1773067797860,240136,69256.34,69261.32,69258.83,-0.01,20692.45869745,69280.51,0.0,19999.870397450002,19999.49919085,1,69256.34,,0.014175000000000002,
1773067798863,240326,69260.88,69266.88,69263.88,-0.01,20692.45869745,69280.51,0.0,19999.81989745,19999.44356305,1,69258.79,,0.014175000000000002,
1773067799863,240592,69264.8,69267.93,69266.36499999999,-0.01,20692.45869745,69280.51,0.0,19999.795047450003,19999.4330578,1,,,,
1773067800930,240999,69272.45,69288.87,69280.66,-0.01,20692.45869745,69280.51,0.0,19999.65209745,19999.2235531,1,,,,
1773067801932,241380,69261.89,69261.9,69261.89499999999,-0.01,20692.45869745,69280.51,0.0,19999.83974745,19999.493387950002,1,,,,
1773067802932,241633,69263.12,69275.98,69269.54999999999,-0.01,20692.45869745,69280.51,0.0,19999.76319745,19999.352517550004,1,,,,
1773067803932,242054,69264.1,69264.11,69264.10500000001,-0.01,20692.45869745,69280.51,0.0,19999.817647450003,19999.4712769,1,,,,
1773067804935,242575,69248.06,69248.36,69248.20999999999,-0.01,20692.45869745,69280.51,0.0,19999.97659745,19999.62885565,1,,,,
1773067805968,242991,69246.86,69246.87,69246.86499999999,-0.01,20692.45869745,69280.51,0.0,19999.990047450003,19999.6437631,1,,,,
1773067807000,243205,69248.22,69258.07,69253.145,-0.01,20692.45869745,69280.51,0.0,19999.927247450003,19999.531707100003,1,,,,
1773067808007,243747,69245.67,69247.16,69246.41500000001,-0.01,20692.45869745,69280.51,0.0,19999.994547450002,19999.64086165,1,,,,
1773067809020,243930,69245.67,69247.16,69246.41500000001,-0.01,20692.45869745,69280.51,0.0,19999.994547450002,19999.64086165,1,,,,
1773067810021,244337,69237.07,69245.68,69241.375,-0.01,20692.45869745,69280.51,0.0,20000.044947450002,19999.65566905,1,,,,
1773067811021,244560,69237.16,69256.48,69246.82,-0.01,20692.45869745,69280.51,0.0,19999.990497450002,19999.54761505,1,,,,
1773067812021,244778,69236.62,69236.63,69236.625,-0.01,20692.45869745,69280.51,0.0,20000.092447450003,19999.7462143,1,,,,
1773067813065,244905,69228.09,69236.63,69232.36,-0.01,20692.45869745,69280.51,0.0,20000.135097450002,19999.7462143,1,,,,
1773067814069,245238,69248.26,69276.21,69262.235,-0.01,20692.45869745,69280.51,0.0,19999.83634745,19999.350216400002,1,,,,
1773067815084,245542,69237.49,69252.1,69244.79500000001,-0.01,20692.45869745,69280.51,0.0,20000.01074745,19999.591436950002,1,,,,
1773067816094,245781,69234.18,69234.19,69234.185,-0.01,20692.45869745,69280.51,0.0,20000.11684745,19999.7706265,1,,,,
1773067817099,246045,69217.0,69226.32,69221.66,-0.01,20692.45869745,69280.51,0.0,20000.242097450002,19999.84936585,1,69217.0,,0.014175000000000002,
1773067818108,246195,69221.43,69225.62,69223.525,-0.01,20692.45869745,69280.51,0.0,20000.22344745,19999.85636935,1,,,,
1773067819158,246313,69220.91,69223.64,69222.275,-0.01,20692.45869745,69280.51,0.0,20000.23594745,19999.87617925,1,,,,
1773067820207,246403,69224.99,69226.18,69225.58499999999,-0.01,20692.45869745,69280.51,0.0,20000.20284745,19999.85076655,1,,,,
1773067821207,246831,69229.57,69232.2,69230.88500000001,-0.01,20692.45869745,69280.51,0.0,20000.14984745,19999.79053645,1,,,,
1773067822218,246993,69229.82,69237.79,69233.805,-0.01,20692.45869745,69280.51,0.0,20000.120647450003,19999.734608500003,1,,,,
1773067823235,247797,69246.8,69250.24,69248.52,-0.01,20692.45869745,69280.51,0.0,19999.973497450002,19999.61004625,1,,,,
1773067824253,247963,69244.07,69246.67,69245.37,-0.01,20692.45869745,69280.51,0.0,20000.004997450003,19999.6457641,1,,,,
1773067825270,248273,69235.71,69235.72,69235.715,-0.01,20692.45869745,69280.51,0.0,20000.10154745,19999.755318850002,1,,,,
1773067826272,248588,69239.07,69251.01,69245.04000000001,-0.01,20692.45869745,69280.51,0.0,20000.00829745,19999.6023424,1,,,,
1773067827288,248692,69242.62,69245.07,69243.845,-0.01,20692.45869745,69280.51,0.0,20000.02024745,19999.6617721,1,,,,
1773067828288,249167,69246.74,69250.59,69248.66500000001,-0.01,20692.45869745,69280.51,0.0,19999.972047450003,19999.606544500002,1,,,,
1773067829300,249357,69246.16,69246.17,69246.16500000001,-0.01,20692.45869745,69280.51,0.0,19999.99704745,19999.650766600003,1,,,,
1773067830312,249652,69246.6,69250.2,69248.4,-0.01,20692.45869745,69280.51,0.0,19999.97469745,19999.610446450002,1,,,,
1773067831318,249951,69244.07,69244.08,69244.07500000001,-0.01,20692.45869745,69280.51,0.0,20000.01794745,19999.671677050002,1,,,,
1773067832320,250141,69238.29,69239.47,69238.88,-0.01,20692.45869745,69280.51,0.0,20000.06989745,19999.7178001,1,,,,
1773067833320,250442,69237.17,69238.55,69237.86,-0.01,20692.45869745,69280.51,0.0,20000.08009745,19999.727004700002,1,,,,
1773067834325,250672,69242.2,69247.08,69244.64,-0.01,20692.45869745,69280.51,0.0,20000.01229745,19999.641662050002,1,,,,
1773067835329,251049,69237.32,69244.16,69240.74,-0.01,20692.45869745,69280.51,0.0,20000.05129745,19999.670876650005,1,,,,
1773067836329,251166,69241.93,69246.08,69244.005,-0.01,20692.45869745,69280.51,0.0,20000.01864745,19999.651667050002,1,,,,
1773067837330,251535,69240.49,69248.91,69244.70000000001,-0.01,20692.45869745,69280.51,0.0,20000.01169745,19999.623352900002,1,,,,
1773067838338,251716,69237.13,69245.56,69241.345,-0.01,20692.45869745,69280.51,0.0,20000.04524745,19999.65686965,1,,,,
1773067839395,251991,69236.92,69238.43,69237.67499999999,-0.01,20692.45869745,69280.51,0.0,20000.081947450002,19999.7282053,1,,,,
1773067840395,252246,69236.92,69236.93,69236.92499999999,-0.01,20692.45869745,69280.51,0.0,20000.089447450002,19999.743212800004,1,,,,
1773067841424,252551,69236.92,69236.93,69236.92499999999,-0.01,20692.45869745,69280.51,0.0,20000.089447450002,19999.743212800004,1,,,,
1773067842432,252679,69236.92,69236.93,69236.92499999999,-0.01,20692.45869745,69280.51,0.0,20000.089447450002,19999.743212800004,1,,,,
1773067843442,252816,69236.92,69236.93,69236.92499999999,-0.01,20692.45869745,69280.51,0.0,20000.089447450002,19999.743212800004,1,,,,
1773067844466,252951,69236.92,69236.93,69236.92499999999,-0.01,20692.45869745,69280.51,0.0,20000.089447450002,19999.743212800004,1,,,,
1773067845466,253243,69241.43,69241.44,69241.435,-0.01,20692.45869745,69280.51,0.0,20000.044347450003,19999.69809025,1,,,,
1773067846473,253587,69241.52,69249.95,69245.735,-0.01,20692.45869745,69280.51,0.0,20000.00134745,19999.6129477,1,,,,
1773067847474,254081,69246.63,69250.96,69248.79500000001,-0.01,20692.45869745,69280.51,0.0,19999.970747450003,19999.60284265,1,,,,
1773067848486,254268,69251.33,69251.34,69251.33499999999,-0.01,20692.45869745,69280.51,0.0,19999.94534745,19999.599040750003,1,69251.33,,0.014175000000000002,
1773067849487,254449,69256.46,69256.8,69256.63,-0.01,20692.45869745,69280.51,0.0,19999.892397450003,19999.544413450003,1,,,,
1773067850505,254681,69246.77,69256.65,69251.70999999999,-0.01,20692.45869745,69280.51,0.0,19999.94159745,19999.5459142,1,,,,
1773067851507,254951,69248.96,69248.97,69248.965,-0.01,20692.45869745,69280.51,0.0,19999.969047450002,19999.622752600004,1,,,,
1773067852517,255379,69253.08,69257.43,69255.255,-0.01,20692.45869745,69280.51,0.0,19999.90614745,19999.5381103,1,,,,
1773067853525,255726,69259.52,69259.53,69259.525,-0.01,20692.45869745,69280.51,0.0,19999.863447450003,19999.5170998,1,,,,
1773067854533,256142,69268.68,69268.69,69268.685,-0.01,20692.45869745,69280.51,0.0,19999.771847450003,19999.425454,1,,,,
1773067855543,256712,69261.39,69265.48,69263.435,-0.01,20692.45869745,69280.51,0.0,19999.82434745,19999.457570050003,1,,,,
1773067856572,257089,69259.57,69264.62,69262.095,-0.01,20692.45869745,69280.51,0.0,19999.83774745,19999.466174350004,1,,,,
1773067857603,257444,69260.22,69262.97,69261.595,-0.01,20692.45869745,69280.51,0.0,19999.842747450002,19999.4826826,1,,,,
1773067858614,257719,69268.49,69271.41,69269.95000000001,-0.01,20692.45869745,69280.51,0.0,19999.759197450003,19999.3982404,1,,,,
1773067859622,257969,69267.43,69269.69,69268.56,-0.01,20692.45869745,69280.51,0.0,19999.77309745,19999.415449000004,1,,,,
1773067860625,258397,69274.18,69274.75,69274.465,-0.01,20692.45869745,69280.51,0.0,19999.71404745,19999.3648237,1,,,,
1773067861637,258690,69262.12,69267.49,69264.805,-0.01,20692.45869745,69280.51,0.0,19999.810647450002,19999.43746,1,,,,
1773067862644,258875,69263.17,69270.95,69267.06,-0.01,20692.45869745,69280.51,0.0,19999.78809745,19999.4028427,1,,,,
1773067863644,259074,69268.94,69270.45,69269.695,-0.01,20692.45869745,69280.51,0.0,19999.76174745,19999.407845200003,1,,,,
1773067864690,259485,69275.35,69275.36,69275.35500000001,-0.01,20692.45869745,69280.51,0.0,19999.70514745,19999.35872065,1,69275.35,,0.014175000000000002,
1773067865695,259629,69275.35,69275.36,69275.35500000001,-0.01,20692.45869745,69280.51,0.0,19999.70514745,19999.35872065,1,,,,
1773067866695,260074,69295.48,69296.46,69295.97,-0.01,20692.45869745,69280.51,0.0,19999.498997450002,19999.147615150003,1,69275.35,,0.014175000000000002,
1773067867699,260348,69296.84,69302.37,69299.605,-0.01,20692.45869745,69280.51,0.0,19999.46264745,19999.0884856,1,,,,
1773067868702,261036,69320.41,69323.02,69321.715,-0.01,20692.45869745,69280.51,0.0,19999.24154745,19998.88188235,1,,,,
1773067869720,261329,69323.88,69324.14,69324.01000000001,-0.01,20692.45869745,69280.51,0.0,19999.218597450003,19998.870676750004,1,,,,
1773067870731,261497,69323.88,69323.89,69323.88500000001,-0.01,20692.45869745,69280.51,0.0,19999.21984745,19998.873178,1,,,,
1773067871741,261722,69324.12,69328.01,69326.065,-0.01,20692.45869745,69280.51,0.0,19999.19804745,19998.8319574,1,,,,
1773067872742,261888,69332.98,69332.99,69332.985,-0.01,20692.45869745,69280.51,0.0,19999.128847450003,19998.7821325,1,,,,
1773067873792,262337,69332.99,69333.0,69332.995,-0.01,20692.45869745,69280.51,0.0,19999.128747450002,19998.78203245,1,,,,
1773067874794,262678,69332.99,69333.0,69332.995,-0.01,20692.45869745,69280.51,0.0,19999.128747450002,19998.78203245,1,,,,
1773067875794,262811,69332.99,69333.0,69332.995,-0.01,20692.45869745,69280.51,0.0,19999.128747450002,19998.78203245,1,,,,
1773067876804,263136,69351.96,69351.97,69351.965,-0.01,20692.45869745,69280.51,0.0,19998.939047450003,19998.5922376,1,69351.38,,0.014175000000000002,
1773067877816,263494,69348.2,69357.57,69352.88500000001,-0.01,20692.45869745,69280.51,0.0,19998.929847450003,19998.5362096,1,,,,
1773067878822,263582,69348.25,69358.91,69353.58,-0.01,20692.45869745,69280.51,0.0,19998.92289745,19998.5228029,1,69353.15,,0.014175000000000002,
1773067879848,263653,69348.25,69358.67,69353.45999999999,-0.01,20692.45869745,69280.51,0.0,19998.924097450003,19998.525204100002,1,,,,
1773067880848,264210,69354.4,69360.5,69357.45,-0.01,20692.45869745,69280.51,0.0,19998.884197450003,19998.506894950002,1,69358.9,,0.014175000000000002,
1773067881859,264685,69350.19,69360.5,69355.345,-0.01,20692.45869745,69280.51,0.0,19998.905247450002,19998.506894950002,1,,,,
1773067882861,264932,69352.17,69355.36,69353.765,-0.01,20692.45869745,69280.51,0.0,19998.921047450003,19998.55832065,1,,,,
1773067883861,265223,69354.66,69358.94,69356.8,-0.01,20692.45869745,69280.51,0.0,19998.890697450002,19998.522502750002,1,,,,
1773067884864,265642,69358.06,69362.18,69360.12,-0.01,20692.45869745,69280.51,0.0,19998.85749745,19998.490086550002,1,,,,
1773067885887,265833,69356.72,69360.35,69358.535,-0.01,20692.45869745,69280.51,0.0,19998.87334745,19998.5083957,1,,,,
1773067886922,265946,69352.95,69360.3,69356.625,-0.01,20692.45869745,69280.51,0.0,19998.89244745,19998.508895950003,1,,,,
1773067887930,266472,69351.98,69362.38,69357.18,-0.01,20692.45869745,69280.51,0.0,19998.88689745,19998.48808555,1,69362.37000000001,,0.014175000000000002,
1773067888930,266972,69334.35,69334.73,69334.54000000001,-0.01,20692.45869745,69280.51,0.0,19999.113297450003,19998.7647238,1,,,,
1773067889940,267299,69331.78,69331.79,69331.785,-0.01,20692.45869745,69280.51,0.0,19999.140847450002,19998.794138500005,1,,,,
1773067890941,267830,69330.82,69330.83,69330.82500000001,-0.01,20692.45869745,69280.51,0.0,19999.15044745,19998.803743300003,1,,,,
1773067892000,268148,69326.31,69326.32,69326.315,-0.01,20692.45869745,69280.51,0.0,19999.195547450003,19998.84886585,1,,,,
1773067893000,268283,69323.9,69323.91,69323.905,-0.01,20692.45869745,69280.51,0.0,19999.21964745,19998.872977900002,1,,,,
1773067894049,268449,69323.9,69323.91,69323.905,-0.01,20692.45869745,69280.51,0.0,19999.21964745,19998.872977900002,1,69323.9,,0.014175000000000002,
1773067895049,269008,69326.68,69329.77,69328.225,-0.01,20692.45869745,69280.51,0.0,19999.17644745,19998.8143486,1,,,,
1773067896066,269270,69323.91,69323.92,69323.91500000001,-0.01,20692.45869745,69280.51,0.0,19999.21954745,19998.87287785,1,69323.91,,0.014175000000000002,
1773067897066,269406,69323.91,69323.92,69323.91500000001,-0.01,20692.45869745,69280.51,0.0,19999.21954745,19998.87287785,1,,,,
1773067898106,269517,69323.91,69323.92,69323.91500000001,-0.01,20692.45869745,69280.51,0.0,19999.21954745,19998.87287785,1,,,,
1773067899111,270204,69339.66,69341.07,69340.365,-0.01,20692.45869745,69280.51,0.0,19999.05504745,19998.701292100002,1,69334.61,,0.014175000000000002,
1773067900140,270425,69333.66,69333.67,69333.66500000001,-0.01,20692.45869745,69280.51,0.0,19999.12204745,19998.7753291,1,69333.66,,0.014175000000000002,
1773067901212,270546,69333.01,69333.02,69333.015,-0.01,20692.45869745,69280.51,0.0,19999.12854745,19998.78183235,1,69333.01000000001,,0.014175000000000002,
1773067902246,270708,69330.82,69330.83,69330.82500000001,-0.01,20692.45869745,69280.51,0.0,19999.15044745,19998.803743300003,1,,,,
1773067903273,271117,69337.71,69337.72,69337.715,-0.01,20692.45869745,69280.51,0.0,19999.08154745,19998.734808850004,1,,,,
1773067904274,271639,69335.24,69335.25,69335.245,-0.01,20692.45869745,69280.51,0.0,19999.106247450003,19998.7595212,1,,,,
1773067905277,271727,69335.24,69335.25,69335.245,-0.01,20692.45869745,69280.51,0.0,19999.106247450003,19998.7595212,1,,,,
1773067906278,271914,69338.29,69340.81,69339.54999999999,-0.01,20692.45869745,69280.51,0.0,19999.063197450003,19998.7038934,1,,,,
1773067907321,272242,69342.77,69342.78,69342.775,-0.01,20692.45869745,69280.51,0.0,19999.030947450003,19998.68418355,1,,,,
1773067908324,272766,69339.65,69339.66,69339.655,-0.01,20692.45869745,69280.51,0.0,19999.06214745,19998.71539915,1,,,,
1773067909328,273332,69340.96,69341.29,69341.125,-0.01,20692.45869745,69280.51,0.0,19999.04744745,19998.699091000002,1,,,,
1773067910328,273540,69334.29,69334.3,69334.295,-0.01,20692.45869745,69280.51,0.0,19999.115747450003,19998.76902595,1,,,,
1773067911328,274026,69324.36,69325.37,69324.86499999999,-0.01,20692.45869745,69280.51,0.0,19999.21004745,19998.8583706,1,,,,
1773067912341,274143,69325.36,69325.37,69325.36499999999,-0.01,20692.45869745,69280.51,0.0,19999.205047450003,19998.8583706,1,,,,
1773067913341,274700,69334.61,69334.7,69334.655,-0.01,20692.45869745,69280.51,0.0,19999.112147450003,19998.76502395,1,,,,
1773067914348,274926,69334.61,69334.62,69334.61499999999,-0.01,20692.45869745,69280.51,0.0,19999.11254745,19998.76582435,1,,,,
1773067915352,275181,69331.81,69331.82,69331.815,-0.01,20692.45869745,69280.51,0.0,19999.140547450002,19998.79383835,1,69331.81000000001,,0.014175000000000002,
1773067916362,275431,69331.81,69331.82,69331.815,-0.01,20692.45869745,69280.51,0.0,19999.140547450002,19998.79383835,1,69331.81000000001,,0.014175000000000002,
1773067917363,275760,69340.22,69340.23,69340.225,-0.01,20692.45869745,69280.51,0.0,19999.056447450002,19998.7096963,1,,,,
1773067918363,276086,69335.47,69335.48,69335.475,-0.01,20692.45869745,69280.51,0.0,19999.103947450003,19998.75722005,1,69335.47,,0.014175000000000002,
1773067919410,276317,69343.71,69343.72,69343.715,-0.01,20692.45869745,69280.51,0.0,19999.02154745,19998.67477885,1,,,,
1773067920422,276417,69343.71,69343.72,69343.715,-0.01,20692.45869745,69280.51,0.0,19999.02154745,19998.67477885,1,,,,
1773067921422,276530,69342.02,69343.42,69342.72,-0.01,20692.45869745,69280.51,0.0,19999.031497450003,19998.67778035,1,,,,
1773067922574,276961,69334.29,69334.3,69334.295,-0.01,20692.45869745,69280.51,0.0,19999.115747450003,19998.76902595,1,,,,
1773067923604,277177,69339.84,69339.85,69339.845,-0.01,20692.45869745,69280.51,0.0,19999.06024745,19998.713498200003,1,69339.84000000001,,0.014175000000000002,
1773067924606,277653,69336.51,69336.52,69336.515,-0.01,20692.45869745,69280.51,0.0,19999.09354745,19998.74681485,1,,,,
1773067925613,277695,69334.29,69334.3,69334.295,-0.01,20692.45869745,69280.51,0.0,19999.115747450003,19998.76902595,1,,,,
1773067926623,278123,69323.88,69323.89,69323.88500000001,-0.01,20692.45869745,69280.51,0.0,19999.21984745,19998.873178,1,,,,
1773067927665,278245,69323.88,69323.89,69323.88500000001,-0.01,20692.45869745,69280.51,0.0,19999.21984745,19998.873178,1,,,,
1773067928724,278702,69338.9,69338.91,69338.905,-0.01,20692.45869745,69280.51,0.0,19999.06964745,19998.7229029,1,,,,
1773067929736,278894,69323.88,69323.89,69323.88500000001,-0.01,20692.45869745,69280.51,0.0,19999.21984745,19998.873178,1,,,,
1773067930758,279291,69321.97,69321.98,69321.975,-0.01,20692.45869745,69280.51,0.0,19999.23894745,19998.892287550003,1,69321.97,,0.014175000000000002,
1773067931760,279436,69320.59,69320.6,69320.595,-0.01,20692.45869745,69280.51,0.0,19999.252747450002,19998.90609445,1,,,,
1773067932760,279632,69316.94,69316.95,69316.945,-0.01,20692.45869745,69280.51,0.0,19999.28924745,19998.9426127,1,,,,
1773067933765,279747,69316.94,69316.95,69316.945,-0.01,20692.45869745,69280.51,0.0,19999.28924745,19998.9426127,1,69316.94,,0.014175000000000002,
1773067934768,280074,69311.52,69311.53,69311.525,-0.01,20692.45869745,69280.51,0.0,19999.343447450003,19998.996839800002,1,,,,
1773067935796,280219,69311.52,69311.53,69311.525,-0.01,20692.45869745,69280.51,0.0,19999.343447450003,19998.996839800002,1,,,,
1773067936796,280309,69311.52,69311.53,69311.525,-0.01,20692.45869745,69280.51,0.0,19999.343447450003,19998.996839800002,1,,,,
1773067937807,280680,69311.52,69311.53,69311.525,-0.01,20692.45869745,69280.51,0.0,19999.343447450003,19998.996839800002,1,69311.52,,0.014175000000000002,
1773067938807,280770,69311.52,69311.53,69311.525,-0.01,20692.45869745,69280.51,0.0,19999.343447450003,19998.996839800002,1,,,,
1773067939829,280856,69311.52,69311.53,69311.525,-0.01,20692.45869745,69280.51,0.0,19999.343447450003,19998.996839800002,1,,,,
1773067940837,280953,69303.06,69303.07,69303.065,-0.01,20692.45869745,69280.51,0.0,19999.42804745,19999.081482100002,1,,,,
1773067941840,281129,69299.59,69303.07,69301.33,-0.01,20692.45869745,69280.51,0.0,19999.445397450003,19999.081482100002,1,,,,
1773067942840,281510,69283.55,69296.02,69289.785,-0.01,20692.45869745,69280.51,0.0,19999.56084745,19999.15201735,1,,,,
1773067943850,281878,69285.95,69285.96,69285.955,-0.01,20692.45869745,69280.51,0.0,19999.59914745,19999.252667650002,1,69285.95,,0.014175000000000002,
1773067944850,282149,69285.24,69285.25,69285.245,-0.01,20692.45869745,69280.51,0.0,19999.606247450003,19999.259771200002,1,,,,
1773067945850,282428,69282.24,69282.25,69282.245,-0.01,20692.45869745,69280.51,0.0,19999.636247450002,19999.289786200003,1,,,,
1773067946894,282617,69273.31,69273.32,69273.315,-0.01,20692.45869745,69280.51,0.0,19999.72554745,19999.379130850004,1,,,,
1773067947896,282941,69269.39,69271.84,69270.61499999999,-0.01,20692.45869745,69280.51,0.0,19999.752547450003,19999.39393825,1,,,,
1773067949027,282978,69269.39,69271.84,69270.61499999999,-0.01,20692.45869745,69280.51,0.0,19999.752547450003,19999.39393825,1,,,,
1773067950054,283028,69269.39,69271.84,69270.61499999999,-0.01,20692.45869745,69280.51,0.0,19999.752547450003,19999.39393825,1,,,,
1773067951064,283405,69268.4,69269.46,69268.93,-0.01,20692.45869745,69280.51,0.0,19999.769397450003,19999.41775015,1,,,,
1773067952073,283609,69268.57,69269.46,69269.01500000001,-0.01,20692.45869745,69280.51,0.0,19999.768547450003,19999.41775015,1,,,,
1773067953074,283816,69268.59,69282.25,69275.42,-0.01,20692.45869745,69280.51,0.0,19999.704497450002,19999.289786200003,1,,,,
1773067954074,284100,69280.34,69280.35,69280.345,-0.01,20692.45869745,69280.51,0.0,19999.655247450002,19999.3087957,1,,,,
1773067955104,284637,69298.97,69298.98,69298.975,-0.01,20692.45869745,69280.51,0.0,19999.46894745,19999.12240255,1,,,,
1773067956166,284783,69298.97,69298.98,69298.975,-0.01,20692.45869745,69280.51,0.0,19999.46894745,19999.12240255,1,69298.97,,0.014175000000000002,
1773067957173,285202,69300.42,69300.43,69300.42499999999,-0.01,20692.45869745,69280.51,0.0,19999.454447450003,19999.1078953,1,,,,
1773067958177,285503,69300.48,69305.57,69303.025,-0.01,20692.45869745,69280.51,0.0,19999.428447450002,19999.0564696,1,69301.25,,0.014175000000000002,
1773067959220,285670,69300.48,69301.96,69301.22,-0.01,20692.45869745,69280.51,0.0,19999.44649745,19999.09258765,1,,,,
1773067960305,285707,69300.48,69301.96,69301.22,-0.01,20692.45869745,69280.51,0.0,19999.44649745,19999.09258765,1,,,,
1773067961305,286030,69303.88,69303.89,69303.88500000001,-0.01,20692.45869745,69280.51,0.0,19999.41984745,19999.073278000003,1,,,,
1773067962310,286096,69303.88,69303.89,69303.88500000001,-0.01,20692.45869745,69280.51,0.0,19999.41984745,19999.073278000003,1,69303.88,,0.014175000000000002,
1773067963314,286353,69299.45,69299.46,69299.455,-0.01,20692.45869745,69280.51,0.0,19999.464147450002,19999.11760015,1,,,,
1773067964343,286619,69302.09,69304.7,69303.39499999999,-0.01,20692.45869745,69280.51,0.0,19999.42474745,19999.065173950003,1,,,,
1773067965345,287074,69307.43,69307.44,69307.435,-0.01,20692.45869745,69280.51,0.0,19999.384347450003,19999.03776025,1,,,,
1773067966371,287420,69301.29,69301.3,69301.295,-0.01,20692.45869745,69280.51,0.0,19999.44574745,19999.099190950004,1,69301.29000000001,,0.014175000000000002,
1773067967380,287551,69301.29,69301.3,69301.295,-0.01,20692.45869745,69280.51,0.0,19999.44574745,19999.099190950004,1,,,,
1773067968400,287623,69301.29,69301.3,69301.295,-0.01,20692.45869745,69280.51,0.0,19999.44574745,19999.099190950004,1,,,,
1773067969402,287918,69303.0,69303.01,69303.005,-0.01,20692.45869745,69280.51,0.0,19999.42864745,19999.0820824,1,,,,
1773067970412,288297,69304.39,69304.4,69304.39499999999,-0.01,20692.45869745,69280.51,0.0,19999.414747450002,19999.06817545,1,,,,
1773067971412,288618,69315.81,69315.82,69315.815,-0.01,20692.45869745,69280.51,0.0,19999.300547450002,19998.95391835,1,,,,
1773067972417,289057,69336.42,69336.43,69336.42499999999,-0.01,20692.45869745,69280.51,0.0,19999.094447450003,19998.7477153,1,,,,
1773067973418,289357,69324.08,69330.32,69327.20000000001,-0.01,20692.45869745,69280.51,0.0,19999.18669745,19998.808845850002,1,,,,
1773067974419,289777,69318.58,69321.81,69320.195,-0.01,20692.45869745,69280.51,0.0,19999.256747450003,19998.893988400003,1,,,,
1773067975424,289957,69330.93,69330.94,69330.935,-0.01,20692.45869745,69280.51,0.0,19999.149347450002,19998.802642750004,1,,,,
