timestampms,seq,best_bid,best_ask,mid,inventory,cash,avg_cost,realized_pnl,equity_mtm,equity_liquidation,trade_count,bid_quote_price,ask_quote_price,bid_quote_size,ask_quote_size
1773066983118,10775,69275.36,69275.37,69275.36499999999,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,,69296.35,,0.01
1773066984130,10993,69270.21,69286.14,69278.175,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,69212.85,69404.9,0.01,0.006999999999999999
1773066985136,11303,69303.72,69312.88,69308.3,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,,,,
1773066986143,11618,69310.0,69320.67,69315.33499999999,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,,,,
1773066987190,11726,69309.89,69317.42,69313.655,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,,,,
1773066988190,11899,69317.37,69320.84,69319.105,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,,,,
1773066989196,12198,69312.4,69321.24,69316.82,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,,69316.84,,0.01
1773066990297,12293,69311.88,69316.09,69313.985,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,,,,
1773066991297,12540,69313.35,69322.33,69317.84,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,,,,
1773066992297,12844,69334.0,69338.13,69336.065,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,,,,
1773066993305,13083,69330.28,69336.69,69333.485,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,,,,
1773066994332,13374,69335.32,69337.76,69336.54000000001,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,,,,
1773066995337,13756,69341.19,69341.2,69341.195,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,,,,
1773066996396,14015,69346.0,69350.29,69348.14499999999,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,69219.88,69387.22,0.006999999999999999,0.01
1773066997397,14281,69353.08,69361.57,69357.32500000001,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,69312.83,69470.01,0.01,0.006999999999999999
1773066998401,14802,69408.47,69408.48,69408.475,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,,,,
1773066999408,15294,69411.34,69459.38,69435.36,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,69276.13,69559.56,0.006999999999999999,0.01
1773067000411,15890,69356.59,69377.06,69366.825,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,,,,
1773067001424,16207,69377.29,69380.96,69379.125,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,69226.65,69488.82,0.006999999999999999,0.01
1773067002427,16565,69385.43,69400.46,69392.945,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,69232.06,69547.76,0.01,0.01
1773067003439,16910,69407.22,69409.22,69408.22,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,69230.79000000001,69554.7,0.006999999999999999,0.01
1773067004442,17246,69407.22,69407.23,69407.225,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,69311.39,69613.48,0.01,0.006999999999999999
1773067005442,17621,69380.0,69409.22,69394.61,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,69290.04000000001,69603.56,0.01,0.006999999999999999
1773067006451,18015,69387.0,69397.17,69392.08499999999,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,69268.04000000001,69505.66,0.01,0.01
1773067007458,18231,69386.39,69386.4,69386.39499999999,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,69271.15,69480.31,0.006999999999999999,0.01
1773067008458,18704,69370.19,69370.2,69370.195,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,,69382.12,,0.01
1773067009465,19151,69368.85,69384.93,69376.89,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,69271.05,69442.89,0.006999999999999999,0.01
1773067010480,19578,69339.77,69339.78,69339.775,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,,69366.02,,0.01
1773067011485,19759,69327.77,69344.46,69336.115,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,69233.08,69389.78,0.006999999999999999,0.01
1773067012490,19997,69327.4,69331.76,69329.57999999999,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,,,,
1773067013501,20498,69296.04,69309.41,69302.725,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,69240.85,,0.01,
1773067014508,20968,69286.18,69303.45,69294.815,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,69149.94,69347.8,0.006999999999999999,0.01
1773067015509,21095,69286.18,69298.74,69292.45999999999,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,69191.41,69361.0,0.006999999999999999,0.01
1773067016524,21428,69296.17,69298.87,69297.51999999999,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,,,,
1773067017524,21698,69289.3,69305.36,69297.33,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,69222.78,69382.17,0.01,0.01
1773067018544,21890,69275.39,69286.14,69280.765,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,,69348.54000000001,,0.01
1773067019544,22248,69272.88,69286.14,69279.51000000001,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,,,,
1773067020544,22518,69244.72,69272.26,69258.48999999999,0.0,20000.0,0.0,0.0,20000.0,20000.0,0,,,,
