timestampms,seq,event,side,price,size,queue_ahead,inventory,fair_price,reservation_price
1773066968689,7257,new,BID,69271.6,0.01,0.0,0.0,69337.68333686446,69337.68333686446
1773066968689,7257,cancel,ASK,69346.23,0.01,0.0,0.0,69337.68333686446,69337.68333686446
1773066969191,7379,cancel,BID,69271.6,0.01,0.0,0.0,69283.63089685742,69283.63089685742
1773066971302,7817,new,BID,69273.39,0.01,0.0,0.0,69344.82647990846,69344.82647990846
1773066971804,7936,cancel,BID,69273.39,0.01,0.0,0.0,69269.31669960174,69269.31669960174
1773066971804,7936,new,ASK,69339.49,0.01,0.0,0.0,69269.31669960174,69269.31669960174
1773066972306,7969,replace,ASK,69282.31,0.01,0.0,0.0,69236.31880331539,69236.31880331539
1773066972825,8107,cancel,ASK,69282.31,0.01,0.0,0.0,69308.37550975589,69308.37550975589
1773066973361,8236,new,ASK,69326.09,0.01,0.0,0.0,69264.8316922216,69264.8316922216
1773066973892,8265,replace,ASK,69324.82,0.01,0.0,0.0,69264.8316922216,69264.8316922216
1773066974392,8372,cancel,ASK,69324.82,0.01,0.0,0.0,69296.6353938368,69296.6353938368
1773066974901,8606,new,ASK,69275.37,0.01,0.0,0.0,69233.68932378979,69233.68932378979
1773066975402,8664,replace,ASK,69310.96,0.01,0.0,0.0,69241.40371723377,69241.40371723377
1773066975907,8691,replace,ASK,69306.34,0.01,0.0,0.0,69237.3407981679,69237.3407981679
1773066976453,8728,cancel,ASK,69306.34,0.01,0.0,0.0,69247.45490652314,69247.45490652314
1773066976953,9003,new,BID,69222.58,0.01,0.0,0.0,69297.05976235846,69297.05976235846
1773066977462,9139,replace,BID,69229.86,0.01,0.0,0.0,69309.47669194396,69309.47669194396
1773066977462,9139,new,ASK,69389.09,0.006999999999999999,0.0,0.0,69309.47669194396,69309.47669194396
1773066977973,9220,cancel,BID,69229.86,0.01,0.0,0.0,69238.29266603322,69238.29266603322
1773066977973,9220,replace,ASK,69286.69,0.01,0.0,0.0,69238.29266603322,69238.29266603322
1773066978475,9422,cancel,ASK,69286.69,0.01,0.0,0.0,69244.66583753373,69244.66583753373
1773066979507,9890,new,BID,69184.32,0.01,0.0,0.0,69289.53218808165,69289.53218808165
1773066979507,9890,new,ASK,69394.75,0.01,0.0,0.0,69289.53218808165,69289.53218808165
1773066980011,10007,replace,BID,69111.4,0.006999999999999999,0.0,0.0,69227.2294661092,69227.2294661092
1773066980011,10007,replace,ASK,69343.06,0.01,0.0,0.0,69227.2294661092,69227.2294661092
1773066980511,10136,replace,BID,69129.54000000001,0.006999999999999999,0.0,0.0,69236.79247422625,69236.79247422625
1773066980511,10136,replace,ASK,69344.04000000001,0.01,0.0,0.0,69236.79247422625,69236.79247422625
1773066981013,10243,replace,BID,69150.59,0.006999999999999999,0.0,0.0,69254.98255711737,69254.98255711737
1773066981013,10243,replace,ASK,69359.38,0.01,0.0,0.0,69254.98255711737,69254.98255711737
1773066981517,10353,replace,BID,69154.37,0.006999999999999999,0.0,0.0,69260.40504121948,69260.40504121948
1773066981517,10353,replace,ASK,69366.44,0.01,0.0,0.0,69260.40504121948,69260.40504121948
1773066982019,10460,replace,BID,69185.7,0.01,0.0,0.0,69284.33979516322,69284.33979516322
1773066982019,10460,replace,ASK,69382.98,0.01,0.0,0.0,69284.33979516322,69284.33979516322
1773066982532,10595,replace,BID,69186.32,0.01,0.0,0.0,69276.5611162648,69276.5611162648
1773066982532,10595,replace,ASK,69366.8,0.01,0.0,0.0,69276.5611162648,69276.5611162648
1773066983032,10719,cancel,BID,69186.32,0.01,0.0,0.0,69237.13523855705,69237.13523855705
1773066983032,10719,replace,ASK,69296.35,0.01,0.0,0.0,69237.13523855705,69237.13523855705
1773066983541,10887,cancel,ASK,69296.35,0.01,0.0,0.0,69269.29769582997,69269.29769582997
1773066984130,10993,new,BID,69212.85,0.01,0.0,0.0,69308.87384650078,69308.87384650078
1773066984130,10993,new,ASK,69404.9,0.006999999999999999,0.0,0.0,69308.87384650078,69308.87384650078
1773066984633,11157,replace,BID,69210.09,0.006999999999999999,0.0,0.0,69292.53508130893,69292.53508130893
1773066984633,11157,replace,ASK,69374.98,0.01,0.0,0.0,69292.53508130893,69292.53508130893
1773066985136,11303,cancel,BID,69210.09,0.006999999999999999,0.0,0.0,69305.14837539471,69305.14837539471
1773066985136,11303,cancel,ASK,69374.98,0.01,0.0,0.0,69305.14837539471,69305.14837539471
1773066986643,11664,new,ASK,69320.6,0.01,0.0,0.0,69277.26740329583,69277.26740329583
1773066987190,11726,cancel,ASK,69320.6,0.01,0.0,0.0,69310.86952607476,69310.86952607476
1773066988777,12041,new,ASK,69316.84,0.01,0.0,0.0,69277.84539339587,69277.84539339587
1773066989283,12217,cancel,ASK,69316.84,0.01,0.0,0.0,69323.41939603114,69323.41939603114
1773066996139,13974,new,BID,69219.88,0.006999999999999999,0.0,0.0,69303.5462757329,69303.5462757329
1773066996139,13974,new,ASK,69387.22,0.01,0.0,0.0,69303.5462757329,69303.5462757329
1773066996657,14076,replace,BID,69348.05,0.01,0.0,0.0,69403.69996989306,69403.69996989306
1773066996657,14076,cancel,ASK,69387.22,0.01,0.0,0.0,69403.69996989306,69403.69996989306
1773066997193,14202,replace,BID,69312.83,0.01,0.0,0.0,69391.42012108541,69391.42012108541
1773066997193,14202,new,ASK,69470.01,0.006999999999999999,0.0,0.0,69391.42012108541,69391.42012108541
1773066997695,14445,replace,BID,69312.02,0.01,0.0,0.0,69396.03097906864,69396.03097906864
1773066997695,14445,replace,ASK,69480.05,0.006999999999999999,0.0,0.0,69396.03097906864,69396.03097906864
1773066998195,14720,cancel,BID,69312.02,0.01,0.0,0.0,69466.76745856405,69466.76745856405
1773066998195,14720,cancel,ASK,69480.05,0.006999999999999999,0.0,0.0,69466.76745856405,69466.76745856405
1773066998722,14946,new,BID,69397.14,0.01,0.0,0.0,69461.90406704016,69461.90406704016
1773066999223,15252,replace,BID,69276.13,0.006999999999999999,0.0,0.0,69417.84525874378,69417.84525874378
1773066999223,15252,new,ASK,69559.56,0.01,0.0,0.0,69417.84525874378,69417.84525874378
1773066999738,15408,replace,BID,69248.83,0.006999999999999999,0.0,0.0,69387.27942103542,69387.27942103542
1773066999738,15408,replace,ASK,69525.73,0.01,0.0,0.0,69387.27942103542,69387.27942103542
1773067000238,15765,cancel,BID,69248.83,0.006999999999999999,0.0,0.0,69373.48968641137,69373.48968641137
1773067000238,15765,cancel,ASK,69525.73,0.01,0.0,0.0,69373.48968641137,69373.48968641137
1773067000750,15957,new,BID,69241.02,0.01,0.0,0.0,69371.4549178678,69371.4549178678
1773067000750,15957,new,ASK,69501.89,0.01,0.0,0.0,69371.4549178678,69371.4549178678
1773067001250,16082,replace,BID,69226.65,0.006999999999999999,0.0,0.0,69357.73232624258,69357.73232624258
1773067001250,16082,replace,ASK,69488.82,0.01,0.0,0.0,69357.73232624258,69357.73232624258
1773067001782,16426,replace,BID,69253.01,0.01,0.0,0.0,69393.52394108595,69393.52394108595
1773067001782,16426,replace,ASK,69534.04000000001,0.01,0.0,0.0,69393.52394108595,69393.52394108595
1773067002290,16541,replace,BID,69232.06,0.01,0.0,0.0,69389.908591745,69389.908591745
1773067002290,16541,replace,ASK,69547.76,0.01,0.0,0.0,69389.908591745,69389.908591745
1773067002797,16647,replace,BID,69216.04000000001,0.006999999999999999,0.0,0.0,69393.22636476922,69393.22636476922
1773067002797,16647,replace,ASK,69570.41,0.01,0.0,0.0,69393.22636476922,69393.22636476922
1773067003307,16869,replace,BID,69230.79000000001,0.006999999999999999,0.0,0.0,69392.74538050966,69392.74538050966
1773067003307,16869,replace,ASK,69554.7,0.01,0.0,0.0,69392.74538050966,69392.74538050966
1773067003808,17023,replace,BID,69257.09,0.01,0.0,0.0,69414.9848167519,69414.9848167519
1773067003808,17023,replace,ASK,69572.88,0.01,0.0,0.0,69414.9848167519,69414.9848167519
1773067004327,17196,replace,BID,69311.39,0.01,0.0,0.0,69462.43533176443,69462.43533176443
1773067004327,17196,replace,ASK,69613.48,0.006999999999999999,0.0,0.0,69462.43533176443,69462.43533176443
1773067004828,17512,replace,BID,69255.51,0.01,0.009285,0.0,69403.28726157935,69403.28726157935
1773067004828,17512,replace,ASK,69551.06,0.006999999999999999,0.0,0.0,69403.28726157935,69403.28726157935
1773067005334,17613,replace,BID,69290.04000000001,0.01,0.0,0.0,69446.79981736516,69446.79981736516
1773067005334,17613,replace,ASK,69603.56,0.006999999999999999,0.0,0.0,69446.79981736516,69446.79981736516
1773067005850,17835,replace,BID,69253.73,0.01,0.0,0.0,69393.50674050467,69393.50674050467
1773067005850,17835,replace,ASK,69533.28,0.01,0.0,0.0,69393.50674050467,69393.50674050467
1773067006352,17991,replace,BID,69268.04000000001,0.01,0.0,0.0,69386.85180814854,69386.85180814854
1773067006352,17991,replace,ASK,69505.66,0.01,0.0,0.0,69386.85180814854,69386.85180814854
1773067006860,18101,replace,BID,69272.33,0.006999999999999999,0.0,0.0,69382.60257571623,69382.60257571623
1773067006860,18101,replace,ASK,69492.88,0.01,0.0,0.0,69382.60257571623,69382.60257571623
1773067007363,18200,replace,BID,69271.15,0.006999999999999999,0.0,0.0,69375.72893267185,69375.72893267185
1773067007363,18200,replace,ASK,69480.31,0.01,0.0,0.0,69375.72893267185,69375.72893267185
1773067007865,18480,cancel,BID,69271.15,0.006999999999999999,0.0,0.0,69364.61458061378,69364.61458061378
1773067007865,18480,cancel,ASK,69480.31,0.01,0.0,0.0,69364.61458061378,69364.61458061378
1773067008365,18637,new,ASK,69382.12,0.01,0.0,0.0,69326.49936485787,69326.49936485787
1773067008866,18848,new,BID,69261.61,0.006999999999999999,0.0,0.0,69345.67100974632,69345.67100974632
1773067008866,18848,replace,ASK,69429.73,0.01,0.0,0.0,69345.67100974632,69345.67100974632
1773067009369,19095,replace,BID,69271.05,0.006999999999999999,0.0,0.0,69356.96940979607,69356.96940979607
1773067009369,19095,replace,ASK,69442.89,0.01,0.0,0.0,69356.96940979607,69356.96940979607
1773067009869,19285,cancel,BID,69271.05,0.006999999999999999,0.0,0.0,69364.86437510383,69364.86437510383
1773067009869,19285,cancel,ASK,69442.89,0.01,0.0,0.0,69364.86437510383,69364.86437510383
1773067010369,19545,new,ASK,69366.02,0.01,0.0,0.0,69314.16329354212,69314.16329354212
1773067010869,19683,cancel,ASK,69366.02,0.01,0.0,0.0,69322.85839810994,69322.85839810994
1773067011403,19733,new,BID,69233.08,0.006999999999999999,0.0,0.0,69311.4348757364,69311.4348757364
1773067011403,19733,new,ASK,69389.78,0.01,0.0,0.0,69311.4348757364,69311.4348757364
1773067011903,19848,cancel,BID,69233.08,0.006999999999999999,0.0,0.0,69321.17650364083,69321.17650364083
1773067011903,19848,cancel,ASK,69389.78,0.01,0.0,0.0,69321.17650364083,69321.17650364083
1773067012917,20160,new,ASK,69327.40999999999,0.01,0.0,0.0,69273.37437878232,69273.37437878232
1773067013418,20411,new,BID,69240.85,0.01,0.0,0.0,69312.89852300854,69312.89852300854
1773067013418,20411,cancel,ASK,69327.40999999999,0.01,0.0,0.0,69312.89852300854,69312.89852300854
1773067013919,20600,replace,BID,69194.35,0.006999999999999999,0.0,0.0,69274.76686585383,69274.76686585383
1773067013919,20600,new,ASK,69355.18000000001,0.01,0.0,0.0,69274.76686585383,69274.76686585383
1773067014420,20950,replace,BID,69149.94,0.006999999999999999,0.0,0.0,69248.8699358095,69248.8699358095
1773067014420,20950,replace,ASK,69347.8,0.01,0.0,0.0,69248.8699358095,69248.8699358095
1773067014920,21009,replace,BID,69202.0,0.01,0.0,0.0,69287.70735181711,69287.70735181711
1773067014920,21009,replace,ASK,69373.41,0.01,0.0,0.0,69287.70735181711,69287.70735181711
1773067015457,21076,replace,BID,69191.41,0.006999999999999999,0.0,0.0,69276.20806990229,69276.20806990229
1773067015457,21076,replace,ASK,69361.0,0.01,0.0,0.0,69276.20806990229,69276.20806990229
1773067015958,21232,cancel,BID,69191.41,0.006999999999999999,0.0,0.0,69270.89182063668,69270.89182063668
1773067015958,21232,cancel,ASK,69361.0,0.01,0.0,0.0,69270.89182063668,69270.89182063668
1773067016994,21580,new,BID,69198.61,0.006999999999999999,0.0,0.0,69279.4841722628,69279.4841722628
1773067016994,21580,new,ASK,69360.36,0.01,0.0,0.0,69279.4841722628,69279.4841722628
1773067017495,21684,replace,BID,69222.78,0.01,0.0,0.0,69302.47324772114,69302.47324772114
1773067017495,21684,replace,ASK,69382.17,0.01,0.0,0.0,69302.47324772114,69302.47324772114
1773067017995,21751,replace,BID,69216.74,0.01,0.0,0.0,69294.5120542829,69294.5120542829
1773067017995,21751,replace,ASK,69372.28,0.01,0.0,0.0,69294.5120542829,69294.5120542829
1773067018544,21890,cancel,BID,69216.74,0.01,0.0,0.0,69275.77741929311,69275.77741929311
1773067018544,21890,replace,ASK,69348.54000000001,0.01,0.0,0.0,69275.77741929311,69275.77741929311
1773067019059,22035,cancel,ASK,69348.54000000001,0.01,0.0,0.0,69286.1041473752,69286.1041473752
1773067021082,22647,new,ASK,69329.6,0.01,0.0,0.0,69260.43847453484,69260.43847453484
1773067021591,22748,replace,ASK,69296.7,0.01,0.0,0.0,69230.22919019384,69230.22919019384
1773067022111,22875,replace,ASK,69305.94,0.01,0.0,0.0,69238.89263648399,69238.89263648399
1773067022619,22946,replace,ASK,69303.75,0.01,0.0,0.0,69238.10207867071,69238.10207867071
1773067023135,23026,cancel,ASK,69303.75,0.01,0.0,0.0,69260.28004793315,69260.28004793315
1773067024145,23281,new,ASK,69275.45,0.01,0.0,0.0,69205.29088950597,69205.29088950597
1773067024660,23499,replace,ASK,69282.97,0.01,0.0,0.0,69223.03533877878,69223.03533877878
1773067025160,23745,new,BID,69196.8,0.006999999999999999,0.0,0.0,69274.14020172198,69274.14020172198
1773067025160,23745,replace,ASK,69351.48,0.01,0.0,0.0,69274.14020172198,69274.14020172198
1773067025709,23811,cancel,BID,69196.8,0.006999999999999999,0.0,0.0,69271.91586455365,69271.91586455365
1773067025709,23811,replace,ASK,69339.95,0.01,0.0,0.0,69271.91586455365,69271.91586455365
1773067026214,23924,cancel,ASK,69339.95,0.01,0.0,0.0,69289.55444358487,69289.55444358487
1773067026775,24049,new,ASK,69332.37,0.01,0.0,0.0,69262.12840284976,69262.12840284976
1773067027275,24133,cancel,ASK,69332.37,0.01,0.0,0.0,69286.02997123303,69286.02997123303
1773067028309,24349,new,BID,69153.5,0.006999999999999999,0.0,0.0,69234.3754393232,69234.3754393232
1773067028309,24349,new,ASK,69315.25,0.01,0.0,0.0,69234.3754393232,69234.3754393232
1773067028815,24450,replace,BID,69145.11,0.006999999999999999,0.0,0.0,69223.79778408444,69223.79778408444
1773067028815,24450,replace,ASK,69302.48,0.01,0.0,0.0,69223.79778408444,69223.79778408444
1773067029317,24598,replace,BID,69123.24,0.006999999999999999,0.0,0.0,69226.95251061491,69226.95251061491
1773067029317,24598,replace,ASK,69330.67,0.01,0.0,0.0,69226.95251061491,69226.95251061491
1773067029820,24803,replace,BID,69161.28,0.006999999999999999,0.0,0.0,69249.97799888017,69249.97799888017
1773067029820,24803,replace,ASK,69338.67,0.01,0.0,0.0,69249.97799888017,69249.97799888017
1773067030321,24920,cancel,BID,69161.28,0.006999999999999999,0.0,0.0,69240.08889410296,69240.08889410296
1773067030321,24920,replace,ASK,69290.78,0.01,0.0,0.0,69240.08889410296,69240.08889410296
1773067030821,25002,cancel,ASK,69290.78,0.01,0.0,0.0,69268.65477104386,69268.65477104386
1773067032871,25488,new,ASK,69280.51,0.01,0.0,0.0,69230.58548386543,69230.58548386543
1773067042491,31148,new,BID,69374.16,0.014175000000000002,0.0236,-0.01,69415.0162935981,69415.02162693144
1773067042991,31254,cancel,BID,69374.16,0.014175000000000002,0.0,-0.01,69380.12173466096,69380.1270679943
1773067084157,43857,new,BID,69346.0,0.014175000000000002,0.7,-0.01,69402.31034342016,69402.3156767535
1773067084665,43962,cancel,BID,69346.0,0.014175000000000002,0.0,-0.01,69316.10401727816,69316.1093506115
1773067095385,48290,new,BID,69372.66,0.014175000000000002,0.22981196,-0.01,69412.07790324521,69412.08323657855
1773067095887,48443,cancel,BID,69372.66,0.014175000000000002,0.0,-0.01,69352.54970053076,69352.55503386409
1773067098931,49200,new,BID,69393.45,0.014175000000000002,0.0406,-0.01,69446.76707017061,69446.77240350394
1773067099443,49293,cancel,BID,69393.45,0.014175000000000002,0.016999999999999998,-0.01,69402.93712323299,69402.94245656632
1773067134080,58209,new,BID,69372.0,0.014175000000000002,0.7,-0.01,69426.16872151263,69426.17405484596
1773067134620,58339,replace,BID,69369.0,0.014175000000000002,3.0,-0.01,69427.27011118739,69427.27544452072
1773067135142,58446,replace,BID,69372.0,0.014175000000000002,0.7,-0.01,69419.37813028505,69419.38346361839
1773067135668,58517,cancel,BID,69372.0,0.014175000000000002,0.0,-0.01,69377.06319065011,69377.06852398344
1773067148112,61625,new,BID,69374.3,0.014175000000000002,0.22958307,-0.01,69414.23521407256,69414.24054740589
1773067148615,61683,cancel,BID,69374.3,0.014175000000000002,0.20621567,-0.01,69389.3377372389,69389.34307057223
1773067185240,73548,new,BID,69358.84,0.014175000000000002,0.017,-0.01,69402.4789076972,69402.48424103053
1773067185752,73742,cancel,BID,69358.84,0.014175000000000002,0.0,-0.01,69361.33761940348,69361.34295273681
1773067195153,76083,new,BID,69362.44,0.014175000000000002,0.0236,-0.01,69405.05861669393,69405.06395002727
1773067195668,76419,cancel,BID,69362.44,0.014175000000000002,0.0,-0.01,69364.19524180963,69364.20057514297
1773067236372,89776,new,BID,69308.41,0.014175000000000002,0.0406,-0.01,69365.52669540807,69365.5320287414
1773067236885,89944,cancel,BID,69308.41,0.014175000000000002,0.0,-0.01,69347.23248688613,69347.23782021947
1773067237887,90433,new,BID,69348.22,0.014175000000000002,0.22997073,-0.01,69389.97045266896,69389.9757860023
1773067238390,90636,cancel,BID,69348.22,0.014175000000000002,2.42861286636753e-17,-0.01,69362.22069769217,69362.22603102551
1773067242995,91698,new,BID,69346.05,0.014175000000000002,0.07846465,-0.01,69390.65060066812,69390.65593400145
1773067243500,91817,cancel,BID,69346.05,0.014175000000000002,0.0,-0.01,69360.69959672524,69360.70493005858
1773067245570,92424,new,BID,69353.95,0.014175000000000002,0.22984651,-0.01,69396.03009388444,69396.03542721778
1773067246626,92775,cancel,BID,69353.95,0.014175000000000002,0.0,-0.01,69360.82912007849,69360.83445341182
1773067252432,94465,new,BID,69365.0,0.014175000000000002,3.0406,-0.01,69417.94570560894,69417.95103894228
1773067252932,94659,cancel,BID,69365.0,0.014175000000000002,0.0,-0.01,69381.69466509826,69381.69999843159
1773067253435,94833,new,BID,69357.54,0.014175000000000002,0.14873,-0.01,69407.42987581066,69407.435209144
1773067253971,95050,cancel,BID,69357.54,0.014175000000000002,0.0,-0.01,69375.02565993986,69375.03099327319
1773067254542,95119,new,BID,69341.28,0.014175000000000002,0.04492,-0.01,69391.092759394,69391.09809272733
1773067255116,95204,cancel,BID,69341.28,0.014175000000000002,0.04492,-0.01,69355.79035144749,69355.79568478082
1773067263254,97600,new,BID,69390.19,0.014175000000000002,0.017,-0.01,69433.2567228972,69433.26205623054
1773067263754,97689,cancel,BID,69390.19,0.014175000000000002,0.017,-0.01,69398.58146193557,69398.5867952689
1773067269307,99493,new,BID,69404.07,0.014175000000000002,0.0406,-0.01,69445.80611971745,69445.81145305079
1773067269807,99669,cancel,BID,69404.07,0.014175000000000002,0.0,-0.01,69423.31513195529,69423.32046528862
1773067280042,103158,new,BID,69410.58,0.014175000000000002,0.017,-0.01,69463.49346600838,69463.49879934172
1773067280584,103399,cancel,BID,69410.58,0.014175000000000002,0.0,-0.01,69438.9146824798,69438.92001581313
1773067283166,104401,new,BID,69433.15,0.014175000000000002,0.0236,-0.01,69476.08253185003,69476.08786518336
1773067284182,104595,cancel,BID,69433.15,0.014175000000000002,0.0,-0.01,69476.22705829632,69476.23239162966
1773067289313,106598,new,BID,69423.2,0.014175000000000002,0.0236,-0.01,69467.19712964418,69467.20246297751
1773067289813,106788,replace,BID,69428.43,0.014175000000000002,0.0406,-0.01,69476.1063364204,69476.11166975374
1773067290322,106933,cancel,BID,69428.43,0.014175000000000002,0.0,-0.01,69425.00730611355,69425.01263944688
1773067291849,107451,new,BID,69431.91,0.014175000000000002,0.0236,-0.01,69474.57129396615,69474.57662729948
1773067292350,107612,cancel,BID,69431.91,0.014175000000000002,0.0,-0.01,69451.65422240568,69451.65955573901
1773067344763,126254,new,BID,69279.62,0.014175000000000002,0.07849633,-0.01,69328.34876442622,69328.35409775955
1773067345277,126512,cancel,BID,69279.62,0.014175000000000002,3.469446951953614e-18,-0.01,69313.05791317577,69313.0632465091
1773067347358,127050,new,BID,69274.92,0.014175000000000002,0.07849163,-0.01,69319.07590704448,69319.08124037781
1773067347859,127260,cancel,BID,69274.92,0.014175000000000002,3.469446951953614e-18,-0.01,69267.403748,69267.40908133333
1773067385922,139683,new,BID,69338.04,0.014175000000000002,0.0236,-0.01,69383.28784262798,69383.29317596131
1773067386427,139832,cancel,BID,69338.04,0.014175000000000002,0.006599999999999998,-0.01,69353.14216752877,69353.1475008621
1773067404459,145392,new,BID,69404.04,0.014175000000000002,0.03782098,-0.01,69443.49134631714,69443.49667965047
1773067404960,145527,cancel,BID,69404.04,0.014175000000000002,0.0,-0.01,69425.63941905629,69425.64475238962
1773067410175,147017,new,BID,69382.98,0.014175000000000002,0.123935,-0.01,69454.98431052045,69454.98964385378
1773067410690,147088,cancel,BID,69382.98,0.014175000000000002,0.0,-0.01,69336.7390884634,69336.74442179673
1773067416823,148540,new,BID,69386.0,0.014175000000000002,0.7,-0.01,69427.5197699748,69427.52510330813
1773067417340,148587,cancel,BID,69386.0,0.014175000000000002,0.0,-0.01,69384.18468002055,69384.19001335389
1773067419926,149102,new,BID,69369.5,0.014175000000000002,0.125251,-0.01,69411.80493594155,69411.81026927488
1773067420442,149237,cancel,BID,69369.5,0.014175000000000002,0.125251,-0.01,69368.60685345858,69368.61218679191
1773067423007,149924,new,BID,69382.62,0.014175000000000002,0.017,-0.01,69424.13939691916,69424.14473025249
1773067423511,150164,cancel,BID,69382.62,0.014175000000000002,0.0,-0.01,69400.27116918316,69400.2765025165
1773067430302,151540,new,BID,69370.25,0.014175000000000002,0.126044,-0.01,69415.3059629925,69415.31129632583
1773067430802,151667,replace,BID,69370.88,0.014175000000000002,0.0,-0.01,69409.48146467516,69409.4867980085
1773067431810,151789,replace,BID,69369.13,0.014175000000000002,0.0,-0.01,69410.61641903438,69410.62175236772
1773067432313,151834,cancel,BID,69369.13,0.014175000000000002,0.0,-0.01,69383.53950277914,69383.54483611247
1773067440209,153365,new,BID,69333.13,0.014175000000000002,0.126216,-0.01,69377.8959280594,69377.90126139273
1773067440723,153645,cancel,BID,69333.13,0.014175000000000002,0.126216,-0.01,69353.54079239002,69353.54612572335
1773067444647,154390,new,BID,69354.69,0.014175000000000002,0.017,-0.01,69398.77298686201,69398.77832019534
1773067445158,154560,replace,BID,69360.15,0.014175000000000002,0.017,-0.01,69400.36731318975,69400.37264652309
1773067445772,154601,cancel,BID,69360.15,0.014175000000000002,0.017,-0.01,69387.33723762128,69387.34257095461
1773067446401,154624,new,BID,69362.39,0.014175000000000002,0.0,-0.01,69400.36731318975,69400.37264652309
1773067446913,154721,cancel,BID,69362.39,0.014175000000000002,0.0,-0.01,69349.68854332634,69349.69387665967
1773067457322,156998,new,BID,69335.04000000001,0.014175000000000002,0.0,-0.01,69383.49223732555,69383.49757065889
1773067457839,157198,cancel,BID,69335.04000000001,0.014175000000000002,0.0,-0.01,69342.76163958665,69342.76697291998
1773067458344,157360,new,BID,69339.65,0.014175000000000002,0.017,-0.01,69384.59759031306,69384.6029236464
1773067458847,157440,cancel,BID,69339.65,0.014175000000000002,0.017,-0.01,69354.58402525484,69354.58935858817
1773067460399,157805,new,BID,69368.66,0.014175000000000002,0.017,-0.01,69407.7696195346,69407.77495286794
1773067460900,157883,cancel,BID,69368.66,0.014175000000000002,0.0,-0.01,69394.56663032687,69394.5719636602
1773067465076,158694,new,BID,69376.98000000001,0.014175000000000002,0.0,-0.01,69423.49336063873,69423.49869397207
1773067466588,159047,cancel,BID,69376.98000000001,0.014175000000000002,0.0,-0.01,69375.83341572572,69375.83874905905
1773067474138,160342,new,BID,69380.0,0.014175000000000002,0.7,-0.01,69428.30784128502,69428.31317461835
1773067474685,160518,cancel,BID,69380.0,0.014175000000000002,0.7,-0.01,69368.5918459791,69368.59717931243
1773067477806,161161,new,BID,69388.09,0.014175000000000002,0.126372,-0.01,69430.50495771282,69430.51029104616
1773067478316,161201,cancel,BID,69388.09,0.014175000000000002,0.126372,-0.01,69423.21188842623,69423.21722175957
1773067490250,163943,new,BID,69415.99,0.014175000000000002,0.037,-0.01,69459.72585248647,69459.73118581981
1773067490763,164006,cancel,BID,69415.99,0.014175000000000002,0.037,-0.01,69432.75525775837,69432.7605910917
1773067501205,166070,new,BID,69431.64,0.014175000000000002,0.142544,-0.01,69480.73883185581,69480.74416518914
1773067501708,166362,cancel,BID,69431.64,0.014175000000000002,0.0,-0.01,69418.29398111712,69418.29931445046
1773067504803,167066,new,BID,69413.73,0.014175000000000002,0.124682,-0.01,69458.22583941632,69458.23117274966
1773067505304,167179,cancel,BID,69413.73,0.014175000000000002,0.124682,-0.01,69414.79637305666,69414.80170638999
1773067507337,167807,new,BID,69401.6,0.014175000000000002,0.14203,-0.01,69460.67293318415,69460.67826651748
1773067508345,167940,cancel,BID,69401.6,0.014175000000000002,0.12502999999999997,-0.01,69389.30154337159,69389.30687670493
1773067508855,168137,new,BID,69401.6,0.014175000000000002,0.14203,-0.01,69443.30715583217,69443.3124891655
1773067509375,168297,cancel,BID,69401.6,0.014175000000000002,0.0,-0.01,69425.39313539688,69425.39846873021
1773067529742,173500,new,BID,69412.0,0.014175000000000002,0.7,-0.01,69469.17307560793,69469.17840894127
1773067530243,173639,cancel,BID,69412.0,0.014175000000000002,0.0,-0.01,69409.84116790317,69409.8465012365
1773067531752,174139,new,BID,69424.91,0.014175000000000002,0.03978,-0.01,69472.16448871284,69472.16982204617
1773067532289,174221,cancel,BID,69424.91,0.014175000000000002,0.0,-0.01,69456.48335683529,69456.48869016863
1773067532807,174253,new,BID,69416.0,0.014175000000000002,0.7,-0.01,69477.02882119312,69477.03415452645
1773067534409,174335,cancel,BID,69416.0,0.014175000000000002,0.7,-0.01,69444.63267770434,69444.63801103768
1773067550199,179066,new,BID,69362.38,0.014175000000000002,0.0406,-0.01,69409.85494773663,69409.86028106997
1773067550699,179256,replace,BID,69369.29,0.014175000000000002,0.0406,-0.01,69423.67344632275,69423.67877965608
1773067551706,179614,cancel,BID,69369.29,0.014175000000000002,0.0,-0.01,69387.3837669408,69387.38910027413
1773067553784,180029,new,BID,69370.89,0.014175000000000002,0.149087,-0.01,69417.78995384376,69417.7952871771
1773067554284,180117,cancel,BID,69370.89,0.014175000000000002,0.078287,-0.01,69365.66737573151,69365.67270906485
1773067571846,185178,new,BID,69365.99,0.014175000000000002,0.251432,-0.01,69409.91792387237,69409.92325720571
1773067572371,185304,cancel,BID,69365.99,0.014175000000000002,0.0,-0.01,69394.90048238653,69394.90581571986
1773067573901,185673,new,BID,69358.0,0.014175000000000002,0.951793,-0.01,69408.95947661772,69408.96480995105
1773067574525,185727,cancel,BID,69358.0,0.014175000000000002,0.951793,-0.01,69384.29109992899,69384.29643326232
1773067578151,186954,new,BID,69372.45,0.014175000000000002,0.1265,-0.01,69412.53510439521,69412.54043772854
1773067578661,187220,replace,BID,69373.1,0.014175000000000002,0.017,-0.01,69426.10677042314,69426.11210375647
