rows,start_timestampms,end_timestampms,hours_covered,final_cash,final_inventory,final_mid,final_equity_mtm,final_equity_liquidation,realized_pnl,max_drawdown,mean_abs_inventory,max_abs_inventory,inventory_turnover,quote_updates,fill_count,maker_fee_rate,fill_ratio,total_fees_paid,gross_traded_notional,equity_return,return_mean,return_std,return_ir,processed_events,configured_max_events
3597.0,1773066942536.0,1773070609105.0,1.018491388888889,19754.785675541505,0.0035751210000000014,68797.36499999999,20000.74457989767,20000.621582578824,2.4654415431800136,-0.00011849762749993609,0.00715329924854045,0.01,0.024774879000000003,880.0,3.0,0.0005,0.003409090909090909,0.856451014528015,1712.90202905603,3.722899488356468e-05,1.0358601751923665e-08,3.436195429974437e-06,0.003014554599255179,1000000.0,1000000.0
