timestampms,seq,quote_side,trade_side,fill_price,fill_size,trade_price,trade_size,queue_ahead_after,quote_remaining_after,inventory_after,cash_after,fee,notional,realized_pnl_after,signed_qty
1773067032949,25530,ASK,BUY,69280.51,0.01,69282.46,0.0122,0.0,0.0,-0.01,20692.45869745,0.34640255,692.8050999999999,0.0,-0.01
1773069031906,120909,BID,SELL,69039.15,0.014175000000000002,69033.63,0.127126,0.0,0.0,0.004175000000000002,19713.339431224376,0.48931497562500004,978.6299512500001,2.413600000000006,0.014175000000000002
1773070040527,360237,ASK,BUY,69125.57,0.000599879,69125.62,0.00070574,0.0,0.013181933500000003,0.0035751210000000014,19754.785675541505,0.020733488903015,41.46697780603,2.4654415431800136,-0.000599879
